"sample","strategy","grp","cost","qalys"
421,"Strategy 1","Group 2",100.215018458398,11.9112832037461
422,"Strategy 1","Group 2",200.360917710239,12.0805429123548
423,"Strategy 1","Group 2",174.711394470864,12.1161799655749
424,"Strategy 1","Group 2",384.962726678217,11.0662619458225
425,"Strategy 1","Group 2",408.462591724615,12.2079074262503
426,"Strategy 1","Group 2",95.5090834087238,12.4925504494036
427,"Strategy 1","Group 2",153.323831126652,12.3788297838907
428,"Strategy 1","Group 2",309.964967058376,12.0589354374955
429,"Strategy 1","Group 2",163.21405207774,11.9984872347463
430,"Strategy 1","Group 2",96.5416851359618,11.228283567165
431,"Strategy 1","Group 2",84.6600246952259,10.7840388168816
432,"Strategy 1","Group 2",260.639951704424,11.4789973782417
433,"Strategy 1","Group 2",153.661703107815,11.859280891843
434,"Strategy 1","Group 2",127.439389906192,12.743945757773
435,"Strategy 1","Group 2",119.768036170291,11.8270891695032
436,"Strategy 1","Group 2",43.648196148763,12.3578550233703
437,"Strategy 1","Group 2",109.063801662651,12.2870212878696
438,"Strategy 1","Group 2",204.471889202848,11.9396233305175
439,"Strategy 1","Group 2",163.891125794044,11.3935165471844
440,"Strategy 1","Group 2",280.783285779466,10.8414676869966
441,"Strategy 1","Group 2",109.43714143713,11.8841091054158
442,"Strategy 1","Group 2",267.673906170433,11.9507914938516
443,"Strategy 1","Group 2",213.1056326408,12.7145787656443
444,"Strategy 1","Group 2",129.878087262784,11.8480194814442
445,"Strategy 1","Group 2",148.573468576471,11.8882731208404
446,"Strategy 1","Group 2",205.187326448341,11.3858571164733
447,"Strategy 1","Group 2",68.4305731598465,12.107884390589
448,"Strategy 1","Group 2",96.1462805472679,12.8941129475264
449,"Strategy 1","Group 2",155.638363748902,12.3748467838188
450,"Strategy 1","Group 2",106.659287325336,12.4655389318677
451,"Strategy 1","Group 2",103.051082531169,12.9136504831913
452,"Strategy 1","Group 2",101.156862294034,12.0948402321984
453,"Strategy 1","Group 2",175.204544045407,10.5597502188271
454,"Strategy 1","Group 2",156.081814854871,11.5382815818018
455,"Strategy 1","Group 2",97.2983119758849,11.8756525355619
456,"Strategy 1","Group 2",209.433313707261,12.0472602562277
457,"Strategy 1","Group 2",63.3662419652054,10.9070152362838
458,"Strategy 1","Group 2",88.8349829703344,12.2876456177999
459,"Strategy 1","Group 2",77.8866324201611,12.5524541674754
460,"Strategy 1","Group 2",99.920767316373,11.5695678161792
461,"Strategy 1","Group 2",139.860757708329,12.805174982416
462,"Strategy 1","Group 2",261.414317459542,12.0519677663528
463,"Strategy 1","Group 2",110.407409428642,11.7408031372608
464,"Strategy 1","Group 2",195.560540095392,12.4621762520567
465,"Strategy 1","Group 2",289.607956171879,11.9219339233628
466,"Strategy 1","Group 2",85.0674571894018,12.0920634505193
467,"Strategy 1","Group 2",176.414111907946,11.2019824460627
468,"Strategy 1","Group 2",47.8765056942903,11.5822608377411
469,"Strategy 1","Group 2",74.6772279933025,12.2800548161605
470,"Strategy 1","Group 2",359.120772194969,11.3011725529896
471,"Strategy 1","Group 2",176.085901853683,12.655272088718
472,"Strategy 1","Group 2",437.174822337863,12.071270493209
473,"Strategy 1","Group 2",290.881882076834,12.1499178931162
474,"Strategy 1","Group 2",145.583850919643,12.3766576002625
475,"Strategy 1","Group 2",120.526236623915,11.7615987329355
476,"Strategy 1","Group 2",232.175521499578,13.4838716749982
477,"Strategy 1","Group 2",259.375186421952,12.7365111265938
478,"Strategy 1","Group 2",283.794233553162,11.6482661368198
479,"Strategy 1","Group 2",362.914139663977,11.7100856318578
480,"Strategy 1","Group 2",135.000641192015,11.6056889240396
481,"Strategy 1","Group 2",436.059823937502,12.0616216366276
482,"Strategy 1","Group 2",96.0601100504979,11.8434051149502
483,"Strategy 1","Group 2",258.619819744418,12.6541925318301
484,"Strategy 1","Group 2",432.320046720477,11.8050846175639
485,"Strategy 1","Group 2",181.226353601739,12.374596066008
486,"Strategy 1","Group 2",236.358862561751,13.0257579511689
487,"Strategy 1","Group 2",155.772581089833,12.1868160340771
488,"Strategy 1","Group 2",110.862425052681,12.2999308543535
489,"Strategy 1","Group 2",40.6294893797039,11.9297292901892
490,"Strategy 1","Group 2",214.689659419964,11.911947595039
491,"Strategy 1","Group 2",151.137371861188,10.7979385023835
492,"Strategy 1","Group 2",141.129662700443,11.7623677293658
493,"Strategy 1","Group 2",220.398983780067,12.261273229898
494,"Strategy 1","Group 2",283.15776211212,10.9503018596623
495,"Strategy 1","Group 2",177.318251348421,11.6043077447676
496,"Strategy 1","Group 2",114.558017133485,11.7813400741964
497,"Strategy 1","Group 2",114.123384366467,11.8842505181757
498,"Strategy 1","Group 2",63.6272868577607,12.3369137410492
499,"Strategy 1","Group 2",100.800587378002,11.6373622782372
500,"Strategy 1","Group 2",734.424975715977,11.8870499670039
501,"Strategy 1","Group 2",139.458851348579,11.8666192507494
502,"Strategy 1","Group 2",244.782179208803,11.5430896080551
503,"Strategy 1","Group 2",314.236956015363,12.6556525566547
504,"Strategy 1","Group 2",167.114802793054,12.5274055361628
505,"Strategy 1","Group 2",206.257448089802,12.1132074555503
506,"Strategy 1","Group 2",147.407791204891,12.4810151637794
507,"Strategy 1","Group 2",49.2206365791333,12.0610278130481
508,"Strategy 1","Group 2",170.857416980624,12.6529907944604
509,"Strategy 1","Group 2",169.423851876268,11.4227619118371
510,"Strategy 1","Group 2",151.920245776747,12.3166724478669
511,"Strategy 1","Group 2",26.7274963032434,12.7208707559966
512,"Strategy 1","Group 2",149.676811608529,12.9193875140549
513,"Strategy 1","Group 2",87.5300796862521,12.380920514592
514,"Strategy 1","Group 2",355.484022149705,12.4347846978045
515,"Strategy 1","Group 2",93.3984502991498,11.938569678516
516,"Strategy 1","Group 2",146.34533114086,11.8017420416148
517,"Strategy 1","Group 2",133.24299668095,12.7082732887722
518,"Strategy 1","Group 2",268.837015623915,11.9756514241352
519,"Strategy 1","Group 2",164.767027415695,11.1005352230867
520,"Strategy 1","Group 2",77.8267007689195,11.9115078642337
521,"Strategy 1","Group 2",178.308805345751,13.1544339250002
522,"Strategy 1","Group 2",75.6126435861984,11.8330195437534
523,"Strategy 1","Group 2",102.339164934403,11.3438918216484
524,"Strategy 1","Group 2",127.616571749722,12.2995756491415
525,"Strategy 1","Group 2",99.1971692601279,11.5105653059487
526,"Strategy 1","Group 2",158.731597121365,11.5372469468057
527,"Strategy 1","Group 2",76.4872237592855,12.4312961921693
528,"Strategy 1","Group 2",269.971447820012,11.3039275435787
529,"Strategy 1","Group 2",416.588531017241,12.1043141227964
530,"Strategy 1","Group 2",348.18275384115,12.2801991780619
531,"Strategy 1","Group 2",48.6884535653646,12.6366256287016
532,"Strategy 1","Group 2",130.129203926177,11.3050649778119
533,"Strategy 1","Group 2",44.4582462010812,12.1618135432772
534,"Strategy 1","Group 2",217.990596745835,11.9115602715434
535,"Strategy 1","Group 2",116.393682993898,12.1422818537693
536,"Strategy 1","Group 2",172.343672290612,11.3237342111242
537,"Strategy 1","Group 2",469.16673645066,12.0589927924487
538,"Strategy 1","Group 2",160.382966781374,12.1220023411749
539,"Strategy 1","Group 2",86.4469781582532,11.1061159122069
540,"Strategy 1","Group 2",119.16030523955,11.8780314972504
541,"Strategy 1","Group 2",205.114495352931,11.2623774235922
542,"Strategy 1","Group 2",309.946462973319,11.7917235838541
543,"Strategy 1","Group 2",127.326581859614,12.735794919498
544,"Strategy 1","Group 2",654.138286560116,11.8355051099142
545,"Strategy 1","Group 2",150.967914411873,11.6031134189071
546,"Strategy 1","Group 2",65.1940504806493,11.4338367604382
547,"Strategy 1","Group 2",134.474484377519,12.4559235866708
548,"Strategy 1","Group 2",83.0202182088497,11.7189829771295
549,"Strategy 1","Group 2",69.5942348571871,11.6907238827303
550,"Strategy 1","Group 2",69.5710134769883,12.1512729604527
551,"Strategy 1","Group 2",138.929644451628,12.2266882753025
552,"Strategy 1","Group 2",74.1298942684172,11.3265774489397
553,"Strategy 1","Group 2",531.228987719095,11.6880355824121
554,"Strategy 1","Group 2",261.98228686585,11.2848966969116
555,"Strategy 1","Group 2",162.575857548251,11.2348782984942
556,"Strategy 1","Group 2",78.6842470329277,11.6343509282959
557,"Strategy 1","Group 2",37.9782696679078,11.3592216675354
558,"Strategy 1","Group 2",209.234241972823,12.606224562404
559,"Strategy 1","Group 2",107.475394015635,11.8228048203498
560,"Strategy 1","Group 2",202.606795374612,12.2019075772346
561,"Strategy 1","Group 2",134.119496569722,11.6776691942807
562,"Strategy 1","Group 2",99.2189314393794,12.0108154885012
563,"Strategy 1","Group 2",262.557435181284,12.7015178803427
564,"Strategy 1","Group 2",135.139656851992,12.4469747755415
565,"Strategy 1","Group 2",251.560270001623,12.1857451036024
566,"Strategy 1","Group 2",269.07542830917,11.810085654546
567,"Strategy 1","Group 2",102.365956511766,12.4565087678023
568,"Strategy 1","Group 2",379.819528279937,11.6169059623788
569,"Strategy 1","Group 2",331.058926269134,10.7834886386659
570,"Strategy 1","Group 2",1142.13567634752,12.3298509061989
571,"Strategy 1","Group 2",1363.52643169,11.7790183044197
572,"Strategy 1","Group 2",165.648139541943,11.8952460776211
573,"Strategy 1","Group 2",302.04310350623,12.3624414607411
574,"Strategy 1","Group 2",55.2966588633097,11.2250748216546
575,"Strategy 1","Group 2",189.457500579411,10.9168775235419
576,"Strategy 1","Group 2",330.870252609253,12.3123512629438
577,"Strategy 1","Group 2",168.868152239522,12.0170963498718
578,"Strategy 1","Group 2",202.100831072081,12.0546610639008
579,"Strategy 1","Group 2",156.995177194742,12.5841856746653
580,"Strategy 1","Group 2",146.133278998922,11.3283296789315
581,"Strategy 1","Group 2",164.072751344709,11.875688411358
582,"Strategy 1","Group 2",212.996239348157,12.0567036733201
583,"Strategy 1","Group 2",550.579154941499,12.2701554636513
584,"Strategy 1","Group 2",225.025053408225,11.8626744740594
585,"Strategy 1","Group 2",494.661489035389,10.7761762035488
586,"Strategy 1","Group 2",41.1228956913261,11.4884603331308
587,"Strategy 1","Group 2",216.402719753769,11.4078213234708
588,"Strategy 1","Group 2",74.1212108150957,13.2805708155362
589,"Strategy 1","Group 2",285.809427554207,11.6523946795299
590,"Strategy 1","Group 2",141.574615137156,11.7650017980801
591,"Strategy 1","Group 2",120.075609275673,11.8189734945487
592,"Strategy 1","Group 2",40.6388779315879,11.5512022844401
593,"Strategy 1","Group 2",142.153463095481,12.1675652151614
594,"Strategy 1","Group 2",228.216691187329,11.8732475467167
595,"Strategy 1","Group 2",161.051454645674,11.4248394478932
596,"Strategy 1","Group 2",185.93994720562,11.6965778762037
597,"Strategy 1","Group 2",151.611992009339,12.6679403481752
598,"Strategy 1","Group 2",358.400909554464,12.3553778178908
599,"Strategy 1","Group 2",79.5842099107386,11.0382927557065
600,"Strategy 1","Group 2",200.993750145,12.1671624454337
601,"Strategy 1","Group 2",181.310775861477,12.7345113007569
602,"Strategy 1","Group 2",102.326672096516,12.2343742027984
603,"Strategy 1","Group 2",128.925498229836,12.4114796507046
604,"Strategy 1","Group 2",78.363246165759,11.5154739953932
605,"Strategy 1","Group 2",201.333943255075,11.4174916949882
606,"Strategy 1","Group 2",286.989259062187,13.0729349676156
607,"Strategy 1","Group 2",169.951962456081,11.8210843061612
608,"Strategy 1","Group 2",176.316154039901,12.0510032303658
609,"Strategy 1","Group 2",574.384341666829,11.2774799535773
610,"Strategy 1","Group 2",221.020766905731,12.1242546444893
611,"Strategy 1","Group 2",113.283933145887,11.8195886855648
612,"Strategy 1","Group 2",289.43679566267,11.6055440927965
613,"Strategy 1","Group 2",66.3479787364178,12.1924252654929
614,"Strategy 1","Group 2",75.4007078454663,12.6316359845656
615,"Strategy 1","Group 2",61.1336874548064,12.4765005319471
616,"Strategy 1","Group 2",203.235005654911,12.5058268106816
617,"Strategy 1","Group 2",315.460572326441,12.2941669600676
618,"Strategy 1","Group 2",259.34192342442,11.8056994523235
619,"Strategy 1","Group 2",113.475293186476,12.4766778601526
620,"Strategy 1","Group 2",267.53141025327,12.0024929851093
621,"Strategy 1","Group 2",170.682623007313,12.0073142987304
622,"Strategy 1","Group 2",151.970828758125,11.4910193276296
623,"Strategy 1","Group 2",84.7996474711208,11.9921532389985
624,"Strategy 1","Group 2",341.323953294858,11.4294376174914
625,"Strategy 1","Group 2",256.274870376242,11.7390282144305
626,"Strategy 1","Group 2",95.6302828374278,12.395955932629
627,"Strategy 1","Group 2",94.1041145900068,11.2454076960033
628,"Strategy 1","Group 2",216.034018503804,11.8764104415338
629,"Strategy 1","Group 2",385.060654358068,11.8118184934106
630,"Strategy 1","Group 2",70.5390901089845,12.0231934545646
631,"Strategy 1","Group 2",230.408716345457,11.7736929397011
632,"Strategy 1","Group 2",184.077661602959,12.148659652974
633,"Strategy 1","Group 2",375.049866167906,11.6820452843523
634,"Strategy 1","Group 2",153.564722822483,12.1985432437227
635,"Strategy 1","Group 2",1025.46373998175,12.2309413672468
636,"Strategy 1","Group 2",171.756989523079,12.490425237758
637,"Strategy 1","Group 2",157.744498918371,11.4030514650998
638,"Strategy 1","Group 2",93.6435986845731,11.3657659192934
639,"Strategy 1","Group 2",222.443190052477,11.9925061529773
640,"Strategy 1","Group 2",211.519719982144,11.9718938658593
641,"Strategy 1","Group 2",145.299717848739,12.0654437204105
642,"Strategy 1","Group 2",152.699616682679,11.9491204673922
643,"Strategy 1","Group 2",70.6138070207043,11.4934259758963
644,"Strategy 1","Group 2",74.8664865335845,12.3471701256801
645,"Strategy 1","Group 2",120.341304647834,12.0896982187211
646,"Strategy 1","Group 2",80.1936161711667,11.503139241776
647,"Strategy 1","Group 2",297.639591225773,12.632930414516
648,"Strategy 1","Group 2",154.286914844441,12.6603675888771
649,"Strategy 1","Group 2",58.3823329803437,12.6706806510623
650,"Strategy 1","Group 2",267.938170610293,10.9654300794264
651,"Strategy 1","Group 2",122.210722058959,12.17934978537
652,"Strategy 1","Group 2",301.57570395223,12.1764040380766
653,"Strategy 1","Group 2",61.7792504921297,12.4048008949339
654,"Strategy 1","Group 2",95.6080501804123,11.8914153304437
655,"Strategy 1","Group 2",163.476456903844,12.2016664741265
656,"Strategy 1","Group 2",183.458154703105,11.6458650240764
657,"Strategy 1","Group 2",102.390826199146,12.0967674598567
658,"Strategy 1","Group 2",70.4981209476247,10.7446488284394
659,"Strategy 1","Group 2",510.323865222989,12.184951427
660,"Strategy 1","Group 2",121.934779562513,12.6101242319559
661,"Strategy 1","Group 2",363.242183187789,12.119969648565
662,"Strategy 1","Group 2",136.155148911328,11.8576636996981
663,"Strategy 1","Group 2",77.3134600028745,12.9257893436173
664,"Strategy 1","Group 2",64.2132618653592,11.6398816394986
665,"Strategy 1","Group 2",93.2288261636939,12.0583754350674
666,"Strategy 1","Group 2",227.546243828788,11.5477037058377
667,"Strategy 1","Group 2",106.396572986126,10.9640478391823
668,"Strategy 1","Group 2",156.781919183452,11.9289775816184
669,"Strategy 1","Group 2",334.440379468053,12.1689050405232
670,"Strategy 1","Group 2",147.964951470402,12.4916891043246
671,"Strategy 1","Group 2",29.0347370282729,12.1244621650187
672,"Strategy 1","Group 2",85.1048818477206,12.4530483844801
673,"Strategy 1","Group 2",105.061522956095,11.6141782412264
674,"Strategy 1","Group 2",220.845126295903,12.2076904444433
675,"Strategy 1","Group 2",166.871655866741,11.4290202189789
676,"Strategy 1","Group 2",170.270433568485,11.5191161626062
677,"Strategy 1","Group 2",125.173717133364,12.081786890181
678,"Strategy 1","Group 2",134.592956762103,12.6768181101987
679,"Strategy 1","Group 2",59.2360661015804,11.8019674206649
680,"Strategy 1","Group 2",68.8899329975024,12.0210881301466
681,"Strategy 1","Group 2",79.4044088395348,12.2926764400621
682,"Strategy 1","Group 2",112.826061888701,11.7410881681872
683,"Strategy 1","Group 2",256.577967402127,11.5687758823184
684,"Strategy 1","Group 2",203.492729021596,11.602027809306
685,"Strategy 1","Group 2",519.279402286843,12.2012129185731
686,"Strategy 1","Group 2",178.869179439893,12.4094874428838
687,"Strategy 1","Group 2",327.975113770768,11.6130475024649
688,"Strategy 1","Group 2",150.604528988336,11.9336466169397
689,"Strategy 1","Group 2",96.5937545779389,11.8309090887854
690,"Strategy 1","Group 2",149.667163298748,12.3395572571216
691,"Strategy 1","Group 2",438.238346997181,12.238239481747
692,"Strategy 1","Group 2",112.791510620911,12.1213338073459
693,"Strategy 1","Group 2",90.5783599772827,11.5023961800891
694,"Strategy 1","Group 2",136.742981650465,11.0914022081294
695,"Strategy 1","Group 2",177.360053583147,11.8361821920542
696,"Strategy 1","Group 2",140.228280684217,11.9212322479387
697,"Strategy 1","Group 2",99.1591424336471,11.0978503590912
698,"Strategy 1","Group 2",214.901026784011,11.893005104942
699,"Strategy 1","Group 2",42.2701389553582,12.5302603091204
700,"Strategy 1","Group 2",68.0056687003591,11.9632370217069
701,"Strategy 1","Group 2",365.266049150189,11.6856098435787
702,"Strategy 1","Group 2",166.716121592784,11.8748147983383
703,"Strategy 1","Group 2",68.717091403339,12.2779954672711
704,"Strategy 1","Group 2",462.772043411169,12.114785262368
705,"Strategy 1","Group 2",186.193026676596,12.5565647307023
706,"Strategy 1","Group 2",92.8509069364187,11.1635748172408
707,"Strategy 1","Group 2",80.9221865428708,12.0441232449482
708,"Strategy 1","Group 2",105.064444001514,11.6452908690657
709,"Strategy 1","Group 2",199.129573630352,12.1371541000997
710,"Strategy 1","Group 2",41.2418434503252,12.4951221664897
711,"Strategy 1","Group 2",164.159928264084,12.596825710153
712,"Strategy 1","Group 2",277.16858021959,12.0045027703942
713,"Strategy 1","Group 2",252.560753967478,11.4510186407342
714,"Strategy 1","Group 2",220.807533699713,12.4186451577958
715,"Strategy 1","Group 2",103.485886745634,12.0573665616397
716,"Strategy 1","Group 2",180.430228235314,12.7542240072242
717,"Strategy 1","Group 2",276.573273260822,11.8696890324713
718,"Strategy 1","Group 2",35.434615565603,12.3794835904882
719,"Strategy 1","Group 2",320.094136995688,11.8877652963205
720,"Strategy 1","Group 2",128.138056459611,12.2815942862203
721,"Strategy 1","Group 2",141.51064009289,11.4632031169018
722,"Strategy 1","Group 2",136.579581470504,11.5366219132723
723,"Strategy 1","Group 2",101.426988048961,11.8213599156054
724,"Strategy 1","Group 2",64.9374782158158,11.8623933234388
725,"Strategy 1","Group 2",175.4717118472,11.6072742217944
726,"Strategy 1","Group 2",202.853780897951,12.1428276346396
727,"Strategy 1","Group 2",134.056643781092,12.3772673404321
728,"Strategy 1","Group 2",77.9097008111955,12.1639897146217
729,"Strategy 1","Group 2",196.906416859199,12.2097395903883
730,"Strategy 1","Group 2",136.353907701015,12.0925961225059
731,"Strategy 1","Group 2",297.913547036813,11.8164944017709
732,"Strategy 1","Group 2",84.6453608080288,12.351006871588
733,"Strategy 1","Group 2",176.777417399434,11.7146936901766
734,"Strategy 1","Group 2",191.097498934271,11.8460925637015
735,"Strategy 1","Group 2",48.5857413574045,11.4669996322643
736,"Strategy 1","Group 2",216.282696811062,11.2505231519524
737,"Strategy 1","Group 2",196.934547813077,12.3803026244396
738,"Strategy 1","Group 2",447.543110242312,12.1025167092753
739,"Strategy 1","Group 2",81.4224502827205,11.6118213072999
740,"Strategy 1","Group 2",206.530410092569,12.4684882153162
741,"Strategy 1","Group 2",138.95473401039,12.0748433380354
742,"Strategy 1","Group 2",224.208156517854,11.6277346886769
743,"Strategy 1","Group 2",115.411931432744,12.251140066922
744,"Strategy 1","Group 2",125.244871204163,11.6651752913281
745,"Strategy 1","Group 2",115.566496772955,11.8630756618853
746,"Strategy 1","Group 2",250.257620556336,12.5062346422234
747,"Strategy 1","Group 2",91.6405679919137,12.0643344508938
748,"Strategy 1","Group 2",168.560746208738,11.1241672686582
749,"Strategy 1","Group 2",49.937219567551,11.783011224736
750,"Strategy 1","Group 2",84.4870479855567,12.8227243885977
751,"Strategy 1","Group 2",201.67112325239,12.4987281080749
752,"Strategy 1","Group 2",59.8951714785579,11.0759083184023
753,"Strategy 1","Group 2",107.104166209839,12.3962462008755
754,"Strategy 1","Group 2",134.212685595297,12.324517658525
755,"Strategy 1","Group 2",112.895143277812,12.4520098522777
756,"Strategy 1","Group 2",163.668236315809,12.2591026308084
757,"Strategy 1","Group 2",126.563951189573,12.2963182029287
758,"Strategy 1","Group 2",119.627768832459,11.7396436875234
759,"Strategy 1","Group 2",164.809961246051,12.2921718372547
760,"Strategy 1","Group 2",61.1562830340777,11.94860251467
761,"Strategy 1","Group 2",265.898012415235,11.8914991249389
762,"Strategy 1","Group 2",81.3074248288004,10.7509676282707
763,"Strategy 1","Group 2",219.242674668617,11.5142998486254
764,"Strategy 1","Group 2",182.463536994348,12.2397247459425
765,"Strategy 1","Group 2",113.929514396199,12.3997190329632
766,"Strategy 1","Group 2",224.202348114163,12.0568135499962
767,"Strategy 1","Group 2",154.989048626776,11.9587472579748
768,"Strategy 1","Group 2",111.157286330905,11.994074530616
769,"Strategy 1","Group 2",203.775915159604,13.1648188588804
770,"Strategy 1","Group 2",148.408474186145,12.2755227345906
771,"Strategy 1","Group 2",76.4199442429647,12.2913570903342
772,"Strategy 1","Group 2",167.814626858976,12.1807568405575
773,"Strategy 1","Group 2",180.242481256325,11.189572152777
774,"Strategy 1","Group 2",156.298358165457,11.9982350274816
775,"Strategy 1","Group 2",203.107984754452,11.8015511019612
776,"Strategy 1","Group 2",77.1775023538181,12.2062481252763
777,"Strategy 1","Group 2",130.313650520708,12.1350714717893
778,"Strategy 1","Group 2",86.5590999784281,11.7454967707404
779,"Strategy 1","Group 2",205.536937726573,11.5362889723823
780,"Strategy 1","Group 2",325.493085433839,12.7086006734262
781,"Strategy 1","Group 2",53.2493743673303,12.0995280821882
782,"Strategy 1","Group 2",188.899066020422,12.3342977507283
783,"Strategy 1","Group 2",108.418643459451,11.986001681713
784,"Strategy 1","Group 2",167.045771696494,11.9405993793394
785,"Strategy 1","Group 2",145.433108250635,12.0942147510563
786,"Strategy 1","Group 2",115.63759381814,12.1401126050761
787,"Strategy 1","Group 2",229.641633735956,12.1446903529563
788,"Strategy 1","Group 2",91.100992360675,11.370675541802
789,"Strategy 1","Group 2",358.094603659653,12.3585349106883
790,"Strategy 1","Group 2",277.219171315877,12.4122951335823
791,"Strategy 1","Group 2",84.3767543638401,11.6071591089016
792,"Strategy 1","Group 2",51.4283220923283,11.5228705636468
793,"Strategy 1","Group 2",182.651056796916,11.2828627138037
794,"Strategy 1","Group 2",68.9418431109758,11.4991994150458
795,"Strategy 1","Group 2",80.6585636465591,12.6435433536293
796,"Strategy 1","Group 2",159.193407578391,11.715170389972
797,"Strategy 1","Group 2",187.966173131168,12.7585198177732
798,"Strategy 1","Group 2",226.111130802371,12.2239498183001
799,"Strategy 1","Group 2",257.439223765669,12.0870719159153
800,"Strategy 1","Group 2",131.732345440583,11.1231620408658
801,"Strategy 1","Group 2",108.682496313851,10.9167794805513
802,"Strategy 1","Group 2",106.463025953425,11.9137783096378
803,"Strategy 1","Group 2",104.341448821246,11.9616219814962
804,"Strategy 1","Group 2",43.5414714773978,11.9097135044284
805,"Strategy 1","Group 2",149.897862125253,12.3612283634337
806,"Strategy 1","Group 2",100.185383405546,12.2699623249113
807,"Strategy 1","Group 2",84.8597333545517,12.1215159159382
808,"Strategy 1","Group 2",103.868822059066,12.1261370197477
809,"Strategy 1","Group 2",134.974526323819,11.8695703639508
810,"Strategy 1","Group 2",275.493380981566,12.9101491217977
811,"Strategy 1","Group 2",177.432688277658,11.9088164227648
812,"Strategy 1","Group 2",334.217698604368,12.1378139463065
813,"Strategy 1","Group 2",89.0670443204602,12.2034808674158
814,"Strategy 1","Group 2",121.1247563247,12.7488119424208
815,"Strategy 1","Group 2",211.055832173088,12.7018339397219
816,"Strategy 1","Group 2",237.946782266409,11.6246596979403
817,"Strategy 1","Group 2",82.0350435045645,11.856458280639
818,"Strategy 1","Group 2",273.768681948886,11.8150099051363
819,"Strategy 1","Group 2",77.6057757167313,11.022572913807
820,"Strategy 1","Group 2",97.4100671631657,12.9311021211192
821,"Strategy 1","Group 2",162.114041766777,12.6642338035697
822,"Strategy 1","Group 2",184.056205003561,11.9488660170909
823,"Strategy 1","Group 2",326.678658281273,10.9767530285966
824,"Strategy 1","Group 2",254.863799431166,11.7523971489251
825,"Strategy 1","Group 2",191.035460968999,11.8561804058844
826,"Strategy 1","Group 2",53.1638518225174,10.7037951821138
827,"Strategy 1","Group 2",155.445297974135,11.6860734015142
828,"Strategy 1","Group 2",109.031239155252,12.4401736328471
829,"Strategy 1","Group 2",156.28322799121,11.6238693492063
830,"Strategy 1","Group 2",294.568228333361,12.5162554668608
831,"Strategy 1","Group 2",341.345088280713,11.9679966841145
832,"Strategy 1","Group 2",208.294944794693,11.0647974353393
833,"Strategy 1","Group 2",606.663787864444,11.5445772820293
834,"Strategy 1","Group 2",78.720581651095,11.9591397713704
835,"Strategy 1","Group 2",251.985050983068,12.6630586479036
836,"Strategy 1","Group 2",85.2078549078339,12.1459534793855
837,"Strategy 1","Group 2",162.628882357123,11.808300621307
838,"Strategy 1","Group 2",269.075660972721,12.0188975047761
839,"Strategy 1","Group 2",60.859184914276,12.3146022055701
840,"Strategy 1","Group 2",90.6876897162,12.7352149190458
841,"Strategy 1","Group 2",179.814746379196,12.0516881946293
842,"Strategy 1","Group 2",177.642003221443,12.3438152026744
843,"Strategy 1","Group 2",99.1727138779584,12.2596631138376
844,"Strategy 1","Group 2",192.359035427272,12.3354353088491
845,"Strategy 1","Group 2",164.753875576591,12.2579642178118
846,"Strategy 1","Group 2",240.877596487328,12.1315092440995
847,"Strategy 1","Group 2",382.889845687706,11.7795920446149
848,"Strategy 1","Group 2",81.9932752938277,12.1773539082948
849,"Strategy 1","Group 2",190.495658974692,12.1619590331986
850,"Strategy 1","Group 2",108.235674684003,11.9574153991118
851,"Strategy 1","Group 2",98.4020534845056,10.9891333419726
852,"Strategy 1","Group 2",241.669129450252,11.3554786556048
853,"Strategy 1","Group 2",124.13914579582,12.1570208421459
854,"Strategy 1","Group 2",46.9638663484484,11.3051548261122
855,"Strategy 1","Group 2",253.161773833653,11.4517263346068
856,"Strategy 1","Group 2",151.334236438449,12.3851124240267
857,"Strategy 1","Group 2",188.790816811599,12.3812467789803
858,"Strategy 1","Group 2",201.916892806579,13.1149711126928
859,"Strategy 1","Group 2",268.778756188565,12.4745346660171
860,"Strategy 1","Group 2",309.817544376311,11.9307359050505
861,"Strategy 1","Group 2",295.209153586374,12.8754482451427
862,"Strategy 1","Group 2",242.088919016427,11.344435411988
863,"Strategy 1","Group 2",139.249801100366,11.7186355789908
864,"Strategy 1","Group 2",341.850683732402,13.0761299796165
865,"Strategy 1","Group 2",170.425694019064,12.3401663844384
866,"Strategy 1","Group 2",193.576642809316,11.3926142549927
867,"Strategy 1","Group 2",76.7715066862468,11.808385053739
868,"Strategy 1","Group 2",67.2754628952581,12.3432323492914
869,"Strategy 1","Group 2",861.836029093477,11.8765587433468
870,"Strategy 1","Group 2",190.547854615669,11.4277726845337
871,"Strategy 1","Group 2",284.960041271707,11.7304611988633
872,"Strategy 1","Group 2",63.3300889220258,12.0516579850328
873,"Strategy 1","Group 2",90.854505083262,11.7878471421933
874,"Strategy 1","Group 2",506.781465183728,12.5718682748367
875,"Strategy 1","Group 2",152.99541723231,12.6378539754716
876,"Strategy 1","Group 2",146.621029213084,11.8786590597662
877,"Strategy 1","Group 2",243.089281032034,11.6128892767821
878,"Strategy 1","Group 2",460.974213788365,12.2735401860202
879,"Strategy 1","Group 2",147.721433932683,11.4248112086903
880,"Strategy 1","Group 2",113.393273493219,11.8221990762677
881,"Strategy 1","Group 2",632.278967122565,11.6573080077636
882,"Strategy 1","Group 2",376.224425977966,11.5763923333464
883,"Strategy 1","Group 2",29.2404070505217,11.9877395327145
884,"Strategy 1","Group 2",93.7193130081856,11.6571735992435
